,Simbol,Preu,Nom,Numero,Oferta circulant,Volum 24 hores,Cap de mercat
23,KMD,$2.42,KMDKomodo,24,"100,945,510","$4,819,730","$244,646,491"
24,ARDR,$0.234474,ARDRArdor,25,"998,999,495*","$1,441,130","$234,239,408"
25,BCN,$0.001224,BCNBytecoin,26,"183,253,534,612","$4,243,560","$224,351,805"
26,ARK,$2.13,ARKArk,27,"97,981,284*","$4,536,230","$208,626,649"
27,STEEM,$0.848790,STEEMSteem,28,"245,399,847","$1,444,200","$208,292,936"
28,GNT,$0.221375,GNTGolem,29,"833,032,000*","$7,475,920","$184,412,459"
29,REP,$16.20,REPAugur,30,"11,000,000*","$1,515,810","$178,241,800"
30,PIVX,$3.14,PIVXPIVX,31,"54,622,771*","$1,664,110","$171,496,384"
31,PAY,$1.54,PAYTenX,32,"104,661,310*","$3,241,180","$160,703,255"
32,VTC,$3.76,VTCVertcoin,33,"40,875,700","$38,525,300","$153,544,662"
33,DCR,$25.09,DCRDecred,34,"6,082,111","$1,098,250","$152,594,085"
34,TRX,$0.002323,TRXTRON,35,"65,528,192,465*","$1,436,950","$152,204,954"
35,BAT,$0.150927,BATBasic Attenti...,36,"1,000,000,000*","$3,503,560","$150,927,000"
36,GAS,$17.50,GASGas,37,"8,597,035*","$1,428,060","$150,413,731"
37,BTS,$0.057301,BTSBitShares,38,"2,601,330,000*","$9,699,140","$149,060,111"
38,MONA,$2.67,MONAMonaCoin,39,"55,055,375","$5,813,240","$147,159,714"
39,MAID,$0.321294,MAIDMaidSafeCoin,40,"452,552,412*","$4,714,630","$145,402,375"
40,PPT,$3.36,PPTPopulous,41,"41,252,246*","$385,196","$138,645,499"
41,BTCD,$106.88,BTCDBitcoinDark,42,"1,288,862","$190,906","$137,753,590"
42,KNC,$0.961692,KNCKyber Network,43,"134,132,697*","$2,809,180","$128,994,342"
43,BNB,$1.30,BNBBinance Coin,44,"99,014,000*","$3,548,620","$128,845,928"
44,GBYTE,$219.73,GBYTEByteball Bytes,45,"583,896*","$998,832","$128,301,912"
45,DOGE,$0.001137,DOGEDogecoin,46,"111,755,471,159","$5,480,870","$127,111,790"
46,DGD,$61.53,DGDDigixDAO,47,"2,000,000*","$305,243","$123,059,600"
47,SYS,$0.223871,SYSSyscoin,48,"528,599,728","$6,331,890","$118,338,150"
48,WTC,$4.54,WTCWalton,49,"24,898,178*","$14,162,400","$112,949,340"
49,SNT,$0.032248,SNTStatus,50,"3,470,483,788*","$8,596,370","$111,914,773"
50,SALT,$2.39,SALTSALT,51,"46,751,837*","$4,121,160","$111,702,294"
51,VERI,$54.01,VERIVeritaseum,52,"2,026,045*","$314,971","$109,419,015"
52,SC,$0.003438,SCSiacoin,53,"30,561,282,855","$2,938,280","$105,069,996"
53,GAME,$1.61,GAMEGameCredits,54,"64,355,352","$1,577,070","$103,862,459"
54,FCT,$11.72,FCTFactom,55,"8,745,102*","$6,942,010","$102,484,725"
55,CVC,$0.285315,CVCCivic,56,"342,700,000*","$3,046,110","$97,777,451"
56,ICN,$0.968701,ICNIconomi,57,"99,788,314*","$698,717","$96,665,040"
57,MTL,$4.97,MTLMetal,58,"19,300,994*","$6,286,200","$95,995,231"
58,BTM,$0.089483,BTMBytom,59,"987,000,000*","$556,159","$88,320,215"
59,XVG,$0.006101,XVGVerge,60,"14,186,040,471","$5,152,640","$86,553,856"
60,BLOCK,$17.54,BLOCKBlocknet,61,"4,868,186*","$607,712","$85,387,499"
61,ZRX,$0.169256,ZRX0x,62,"500,000,000*","$2,426,220","$84,628,000"
62,GXS,$2.04,GXSGXShares,63,"40,510,000*","$2,963,190","$82,607,587"
63,PURA,$0.431684,PURAPura,64,"171,670,966","$261,047","$74,107,609"
64,BNT,$1.82,BNTBancor,65,"40,772,871*","$1,377,700","$74,053,726"
65,ETP,$3.25,ETPMetaverse ETP,66,"22,600,000","$13,513,000","$73,555,316"
66,SNGLS,$0.120395,SNGLSSingularDTV,67,"600,000,000*","$1,708,770","$72,237,000"
67,DGB,$0.007693,DGBDigiByte,68,"9,347,615,210","$4,231,260","$71,909,895"
68,LINK,$0.194406,LINKChainLink,69,"350,000,000*","$4,063,480","$68,042,100"
69,FUN,$0.016809,FUNFunFair,70,"4,000,000,000*","$1,382,990","$67,234,000"
70,STORJ,$0.651027,STORJStorj,71,"101,367,419*","$21,318,800","$65,992,926"
71,GNO,$59.55,GNOGnosis,72,"1,104,590*","$1,171,080","$65,772,812"
72,MCAP,$1.64,MCAPMCAP,73,"38,295,641*","$937,335","$62,649,371"
73,ATM,$0.020865,ATMATMChain,74,"2,913,534,434*","$318,673","$60,790,896"
74,NXT,$0.059483,NXTNxt,75,"998,999,942*","$4,108,540","$59,423,514"
75,PART,$7.39,PARTParticl,76,"7,758,397*","$201,695","$57,316,557"
76,FAIR,$1.06,FAIRFairCoin,77,"53,193,831*","$163,079","$56,611,003"
77,SMART,$0.069478,SMARTSmartCash,78,"813,925,880*","$183,862","$56,550,268"
78,MCO,$5.73,MCOMonaco,79,"9,814,875*","$12,280,600","$56,249,835"
79,BQX,$0.778316,BQXBitquence,80,"71,883,893*","$1,045,360","$55,948,384"
80,BDL,$0.335588,BDLBitdeal,81,"156,209,812","$140,366","$52,422,138"
81,AE,$0.219920,AEAeternity,82,"233,020,472*","$702,318","$51,245,862"
82,NEBL,$4.08,NEBLNeblio,83,"12,513,669*","$741,352","$51,049,386"
83,VEN,$0.179304,VENVeChain,84,"277,162,633*","$701,447","$49,696,369"
84,NXS,$0.926622,NXSNexus,85,"53,503,077","$404,603","$49,577,128"
85,RLC,$0.618970,RLCiExec RLC,86,"79,070,793*","$732,813","$48,942,449"
86,GRS,$0.709229,GRSGroestlcoin,87,"68,718,769","$37,427,000","$48,737,344"
87,LRC,$0.165518,LRCLoopring,88,"286,170,756*","$1,088,250","$47,366,411"
88,NAV,$0.762178,NAVNAV Coin,89,"61,979,805*","$2,228,030","$47,239,644"
89,BQ,$0.037120,BQbitqy,90,"1,243,835,384*","$47,885","$46,171,667"
90,TAAS,$5.63,TAASTaaS,91,"8,146,001*","$217,017","$45,838,280"
91,UBQ,$1.13,UBQUbiq,92,"38,646,309","$783,443","$43,500,285"
92,ADX,$0.770010,ADXAdEx,93,"56,355,501*","$4,696,870","$43,394,300"
93,ATB,$1.09,ATBATBCoin,94,"38,719,634","$1,012,080","$42,180,007"
94,EDG,$0.503904,EDGEdgeless,95,"82,046,288*","$1,135,180","$41,343,453"
95,DCN,$0.000126,DCNDentacoin,96,"323,507,001,026*","$19,802","$40,905,843"
96,XZC,$13.90,XZCZCoin,97,"2,853,934","$1,677,980","$39,681,384"
97,IOC,$2.40,IOCI/O Coin,98,"16,377,116*","$316,334","$39,252,180"
98,NLC2,$0.189490,NLC2NoLimitCoin,99,"204,172,143*","$100,515","$38,688,579"
99,ZEN,$15.75,ZENZenCash,100,"2,358,874","$1,632,680","$37,148,735"
100,ANT,$1.11,ANTAragon,101,"32,685,221*","$923,125","$36,366,558"
101,AST,$0.233991,ASTAirSwap,102,"150,000,000*","$2,074,160","$35,098,650"
102,VIA,$1.51,VIAViacoin,103,"22,878,000","$6,160,590","$34,649,189"
103,WINGS,$0.373191,WINGSWings,104,"89,708,333*","$351,249","$33,478,343"
104,RISE,$0.289609,RISERise,105,"113,139,200*","$8,667,230","$32,766,131"
105,LEO,$0.349898,LEOLEOcoin,106,"92,601,989*","$957,623","$32,401,251"
106,QRL,$0.618440,QRLQuantum Resis...,107,"52,000,000*","$458,843","$32,158,880"
107,KIN,$0.000042,KINKin,108,"756,097,560,976*","$69,859","$31,806,832"
108,MLN,$52.34,MLNMelon,109,"599,400*","$346,304","$31,371,038"
109,PPC,$1.27,PPCPeercoin,110,"24,416,907","$562,028","$31,112,756"
110,RDD,$0.001063,RDDReddCoin,111,"28,656,221,646*","$1,487,590","$30,469,587"
111,NLG,$0.085306,NLGGulden,112,"355,536,945","$238,942","$30,329,399"
112,MDA,$1.43,MDAMoeda Loyalty...,113,"19,628,888*","$985,720","$28,102,679"
113,SNM,$0.077928,SNMSONM,114,"359,600,000*","$717,998","$28,023,053"
114,TRST,$0.291206,TRSTWeTrust,115,"92,147,500*","$1,754,130","$26,833,905"
115,ENG,$0.351883,ENGEnigma,116,"74,836,171*","$569,957","$26,333,576"
116,AMB,$0.181077,AMBAmber,117,"144,590,975*","$118,166","$26,182,100"
117,XCP,$9.67,XCPCounterparty,118,"2,617,529*","$372,164","$25,323,392"
118,MGO,$0.255932,MGOMobileGo,119,"98,028,887*","$317,383","$25,088,729"
119,XAUR,$0.194117,XAURXaurum,120,"127,108,905*","$163,799","$24,673,999"
120,CTR,$0.357734,CTRCentra,121,"68,000,000*","$1,869,800","$24,325,912"
121,1ST,$0.281701,1STFirstBlood,122,"85,558,371*","$489,843","$24,101,879"
122,XEL,$0.271574,XELElastic,123,"87,315,492*","$1,152,320","$23,712,617"
123,SKY,$3.99,SKYSkycoin,124,"5,933,198*","$28,896","$23,673,697"
124,TKN,$0.991918,TKNTokenCard,125,"23,644,056*","$986,973","$23,452,965"
125,CFI,$0.072136,CFICofound.it,126,"325,000,000*","$231,330","$23,444,103"
126,CLOAK,$4.54,CLOAKCloakCoin,127,"5,119,699*","$285,496","$23,259,101"
127,PLR,$0.101417,PLRPillar,128,"227,384,800*","$101,707","$23,060,684"
128,BAY,$0.022745,BAYBitBay,129,"1,007,820,138*","$139,800","$22,923,373"
129,SUB,$0.099946,SUBSubstratum,130,"226,091,449*","$391,337","$22,597,049"
130,UNITY,$27.47,UNITYSuperNET,131,"816,061*","$2,368","$22,418,332"
131,DCT,$0.433325,DCTDECENT,132,"51,306,089*","$164,187","$22,232,211"
132,DNT,$0.037042,DNTdistrict0x,133,"600,000,000*","$2,088,910","$22,225,440"
133,MANA,$0.009771,MANADecentraland,134,"2,273,755,650*","$444,989","$22,216,548"
134,MOD,$1.27,MODModum,135,"17,366,200*","$297,400","$22,069,314"
135,XPA,$0.022007,XPAXPlay,136,"1,000,000,000*","$86,980","$22,007,400"
136,TNT,$0.051515,TNTTierion,137,"422,513,667*","$304,524","$21,765,876"
137,REQ,$0.034194,REQRequest Network,138,"636,000,000*","$825,233","$21,747,575"
138,EDO,$2.01,EDOEidoo,139,"10,708,403*","$858,671","$21,509,541"
139,VRC,$0.704308,VRCVeriCoin,140,"30,427,260","$17,674,800","$21,430,162"
140,EVX,$1.30,EVXEverex,141,"16,500,000*","$1,346,980","$21,405,285"
141,CRW,$1.35,CRWCrown,142,"15,843,988","$202,570","$21,397,623"
142,ACT,$0.070781,ACTAchain,143,"295,866,721*","$62,705","$20,941,654"
143,DICE,$2.76,DICEEtheroll,144,"7,001,623*","$29,589","$19,319,857"
144,RPX,$0.035434,RPXRed Pulse,145,"543,348,500*","$1,713,420","$19,252,902"
145,TGT,$0.020183,TGTTarget Coin,146,"952,429,892*","$6,783","$19,223,273"
146,ION,$1.10,IONION,147,"17,341,810*","$142,519","$19,049,631"
147,EMC,$0.461435,EMCEmercoin,148,"40,916,485","$94,648","$18,880,298"
148,VIB,$0.155431,VIBViberate,149,"120,000,000*","$906,608","$18,651,720"
149,NMC,$1.25,NMCNamecoin,150,"14,736,400","$256,352","$18,470,751"
150,POT,$0.081627,POTPotCoin,151,"218,448,745*","$685,373","$17,831,228"
151,AEON,$1.22,AEONAeon,152,"14,651,140","$136,618","$17,807,729"
152,CDT,$0.031587,CDTCoinDash,153,"555,015,474*","$900,946","$17,531,496"
153,FTC,$0.096968,FTCFeathercoin,154,"180,441,640","$2,670,830","$17,497,011"
154,SIB,$1.08,SIBSIBCoin,155,"15,740,060","$67,493","$17,054,355"
155,MSP,$0.119940,MSPMothership,156,"140,000,000*","$217,317","$16,791,600"
156,TRIG,$0.521396,TRIGTriggers,157,"32,105,578*","$1,230,840","$16,739,720"
157,DBIX,$11.55,DBIXDubaiCoin,158,"1,423,854","$390,285","$16,451,065"
158,OK,$0.222726,OKOKCash,159,"73,134,183*","$3,866,740","$16,288,884"
159,BLK,$0.209401,BLKBlackCoin,160,"76,465,936*","$303,762","$16,012,043"
160,TIME,$22.40,TIMEChronobank,161,"710,113*","$443,918","$15,904,113"
161,XRL,$0.186863,XRLRialto,162,"85,000,000*","$40,206","$15,883,355"
162,CREDO,$0.028412,CREDOCredo,163,"549,891,703*","$16,440","$15,623,688"
163,TOA,$0.008991,TOAToaCoin,164,"1,726,265,431","$53,088","$15,521,336"
164,ECN,$3.44,ECNE-coin,165,"4,439,942","$26,214","$15,270,915"
165,EXP,$1.92,EXPExpanse,166,"7,906,397","$530,497","$15,147,944"
166,DMD,$6.07,DMDDiamond,167,"2,495,295","$145,454","$15,137,305"
167,HMQ,$0.091517,HMQHumaniq,168,"162,859,342*","$267,420","$14,904,366"
168,GOLOS,$0.119049,GOLOSGolos,169,"124,518,891","$196,370","$14,823,850"
169,PEPECASH,$0.021114,PEPECASHPepe Cash,170,"701,884,009*","$52,141","$14,819,439"
170,RBY,$0.576761,RBYRubycoin,171,"24,937,462*","$244,722","$14,382,956"
171,GRC,$0.036830,GRCGridCoin,172,"390,312,753","$146,336","$14,375,375"
172,PPP,$0.172087,PPPPayPie,173,"82,500,000*","$35,723","$14,197,178"
173,DLT,$0.162032,DLTAgrello,174,"85,978,873*","$16,295","$13,931,329"
174,AGRS,$0.330947,AGRSAgoras Tokens,175,"42,000,000*","$383,116","$13,899,774"
175,SAFEX,$0.006459,SAFEXSafe Exchange...,176,"2,147,483,647*","$315,756","$13,869,996"
176,LBC,$0.131555,LBCLBRY Credits,177,"104,394,945","$551,157","$13,733,677"
177,SLS,$13.66,SLSSaluS,178,"1,004,733*","$97,117","$13,723,844"
178,STX,$0.458536,STXStox,179,"29,600,000*","$738,996","$13,572,666"
179,ADT,$0.022502,ADTadToken,180,"600,000,000*","$718,661","$13,501,320"
180,ENRG,$0.111150,ENRGEnergycoin,181,"121,353,257","$56,347","$13,488,414"
181,CSNO,$0.189567,CSNOBitDice,182,"70,000,000*","$29,640","$13,269,690"
182,TX,$2.12,TXTransferCoin,183,"6,185,765*","$3,666,030","$13,137,699"
183,XDN,$0.001894,XDNDigitalNote,184,"6,885,695,758","$5,231,720","$13,040,199"
184,PPY,$3.31,PPYPeerplays,185,"3,817,589*","$1,991","$12,650,764"
185,XAS,$0.618672,XASAsch,186,"20,330,601","$101,720","$12,577,974"
186,MUE,$0.097437,MUEMonetaryUnit,187,"127,511,006","$147,394","$12,424,354"
187,SLR,$0.327679,SLRSolarCoin,188,"36,743,576*","$187,356","$12,040,098"
188,AVT,$2.00,AVTAventus,189,"6,000,000*","$879,324","$11,973,060"
189,EMC2,$0.055586,EMC2Einsteinium,190,"215,380,632","$1,420,540","$11,972,148"
190,TCC,$0.072339,TCCThe ChampCoin,191,"164,925,727*","$147,846","$11,930,628"
191,MTH,$0.054729,MTHMonetha,192,"216,819,832*","$496,779","$11,866,268"
192,NXC,$0.177864,NXCNexium,193,"66,521,586*","$422,936","$11,831,795"
193,XRB,$0.087918,XRBRaiBlocks,194,"133,248,290","$181,352","$11,714,937"
194,NMR,$9.38,NMRNumeraire,195,"1,248,632*","$191,508","$11,714,156"
195,CND,$0.008071,CNDCindicator,196,"1,445,976,590*","$149,926","$11,671,099"
196,MYST,$0.595741,MYSTMysterium,197,"19,429,024*","$353,506","$11,574,666"
197,BMC,$0.382692,BMCBlackmoon Crypto,198,"30,049,251*","$434,809","$11,499,608"
198,SAN,$0.205294,SANSantiment Net...,199,"55,967,968*","$360,848","$11,489,888"
199,FLO,$0.078744,FLOFlorinCoin,200,"139,534,828","$240,602","$10,987,600"
200,SHIFT,$0.965424,SHIFTShift,201,"11,358,801*","$107,818","$10,966,059"
201,PLBT,$2.87,PLBTPolybius,202,"3,808,454*","$35,205","$10,914,800"
202,PTOY,$0.155531,PTOYPatientory,203,"70,000,000*","$896,989","$10,887,170"
203,KICK,$0.033539,KICKKickCoin,204,"321,137,782*","$246,338","$10,770,672"
204,AMP,$0.130916,AMPSynereo,205,"82,256,324*","$217,620","$10,768,669"
205,WCT,$1.07,WCTWaves Communi...,206,"9,993,840*","$82,904","$10,710,898"
206,CNT,$0.146983,CNTCenturion,207,"72,812,263","$104,970","$10,702,165"
207,CLAM,$3.96,CLAMClams,208,"2,691,812*","$1,216,800","$10,652,228"
208,GUP,$0.141912,GUPMatchpool,209,"75,000,000*","$448,805","$10,643,400"
209,OMNI,$18.82,OMNIOmni,210,"560,039*","$468,809","$10,542,400"
210,CMP,$2.41,CMPCompcoin,211,"4,308,202","$19,548","$10,378,545"
211,PZM,$1.05,PZMPRIZM,212,"9,804,371*","$7,209","$10,330,375"
212,LUN,$4.46,LUNLunyr,213,"2,297,853*","$201,638","$10,237,694"
213,NVC,$5.43,NVCNovacoin,214,"1,886,748","$750,660","$10,236,285"
214,RADS,$3.02,RADSRadium,215,"3,379,652*","$166,158","$10,221,149"
215,UNO,$51.25,UNOUnobtanium,216,"197,836","$20,191","$10,138,740"
216,POE,$0.004656,POEPo.et,217,"2,156,389,197*","$7,968","$10,040,170"
217,QAU,$0.124352,QAUQuantum,218,"79,522,355*","$19,992","$9,888,764"
218,BURST,$0.005467,BURSTBurst,219,"1,800,339,818","$263,906","$9,843,232"
219,NVST,$0.653719,NVSTNVO,220,"15,000,000*","$5,190","$9,805,785"
220,WGR,$0.052063,WGRWagerr,221,"183,000,000*","$60,290","$9,527,529"
221,SPHR,$3.09,SPHRSphere,222,"3,082,940*","$24,521","$9,523,603"
222,LMC,$0.043434,LMCLoMoCoin,223,"218,781,498*","$475,809","$9,502,621"
223,BSD,$0.554135,BSDBitSend,224,"17,018,300","$76,809","$9,430,436"
224,ECOB,$0.021064,ECOBEcobit,225,"444,444,444*","$6,848","$9,361,689"
225,OAX,$0.374152,OAXOAX,226,"25,009,250*","$234,563","$9,357,261"
226,PST,$0.178223,PSTPrimas,227,"51,200,000*","$3,945","$9,125,018"
227,ART,$0.297276,ARTMaecenas,228,"30,150,150*","$2,234","$8,962,916"
228,XWC,$0.035709,XWCWhiteCoin,229,"248,450,401*","$745,005","$8,871,965"
229,EDR,$0.009966,EDRE-Dinar Coin,230,"886,211,988","$686,336","$8,831,829"
230,BCAP,$0.882574,BCAPBCAP,231,"10,000,000*","$3,340","$8,825,740"
231,HVN,$0.023494,HVNHive,232,"375,000,000*","$107,759","$8,810,400"
232,SOAR,$0.012257,SOARSoarcoin,233,"711,943,048*","$11,036","$8,726,500"
233,NEOS,$2.41,NEOSNeosCoin,234,"3,551,410","$505,324","$8,558,330"
234,BTDX,$0.581553,BTDXBitcloud,235,"14,407,328","$106,294","$8,378,625"
235,BTX,$5.45,BTXBitcore,236,"1,528,763","$133,817","$8,325,657"
236,SWT,$1.08,SWTSwarm City,237,"7,658,550*","$34,888","$8,263,269"
237,OBITS,$0.514004,OBITSOBITS,238,"15,789,900*","$35,482","$8,116,072"
238,ALIS,$0.213468,ALISALIS,239,"37,852,608*","$130,057","$8,080,321"
239,GAM,$6.58,GAMGambit,240,"1,196,516*","$62,809","$7,878,055"
240,XVC,$0.511760,XVCVcash,241,"15,254,447","$477,244","$7,806,616"
241,DTB,$0.343131,DTBDatabits,242,"22,747,809*","$106,300","$7,805,478"
242,VOX,$0.036937,VOXVoxels,243,"210,000,000*","$277,987","$7,756,791"
243,CSC,$0.198393,CSCCasinoCoin,244,"38,601,187",$766,"$7,658,205"
244,RUP,$0.346531,RUPRupee,245,"22,034,800","$248,406","$7,635,741"
245,TIX,$0.190285,TIXBlocktix,246,"40,000,000*","$320,625","$7,611,400"
246,KORE,$3.76,KOREKore,247,"2,021,983*","$331,693","$7,595,821"
247,OCT,$0.245820,OCTOracleChain,248,"30,000,000*","$15,134","$7,374,600"
248,XSPEC,$0.352001,XSPECSpectrecoin,249,"20,785,264*","$20,470","$7,316,434"
249,IXT,$0.199382,IXTiXledger,250,"35,778,844*","$42,338","$7,133,657"
250,XBY,$0.016149,XBYXTRABYTES,251,"429,500,000*","$126,498","$6,936,081"
251,IFT,$0.036136,IFTInvestFeed,252,"191,381,257*","$35,304","$6,915,677"
252,ODN,$0.282028,ODNObsidian,253,"24,400,000*","$135,674","$6,881,483"
253,BITCNY,$0.150728,BITCNYbitCNY,254,"44,153,300*","$1,678,140","$6,655,139"
254,NET,$0.628072,NETNimiq,255,"10,500,000*","$83,226","$6,594,756"
255,INCNT,$0.142788,INCNTIncent,256,"46,016,625*","$141,479","$6,570,622"
256,PINK,$0.017924,PINKPinkCoin,257,"365,626,100","$185,697","$6,553,373"
257,RVT,$0.248327,RVTRivetz,258,"26,244,468*","$22,099","$6,517,210"
258,BCY,$0.274225,BCYBitcrystals,259,"23,225,989*","$181,787","$6,369,147"
259,XTO,$0.194842,XTOTao,260,"32,601,469","$14,810","$6,352,135"
260,PLU,$7.32,PLUPluton,261,"850,000*","$122,045","$6,225,235"
261,HEAT,$0.208176,HEATHEAT,262,"29,892,512*","$2,045","$6,222,904"
262,CAG,$0.196398,CAGChange,263,"31,673,646*","$51,297","$6,220,641"
263,AIR,$0.005843,AIRAirToken,264,"1,050,000,000*","$17,149","$6,135,056"
264,MUSIC,$0.014094,MUSICMusicoin,265,"420,646,332","$159,692","$5,928,505"
265,NSR,$0.002126,NSRNuShares,266,"2,777,600,756*","$8,528","$5,903,929"
266,DYN,$3.18,DYNDynamic,267,"1,845,205*","$602,909","$5,863,749"
267,GLD,$0.142683,GLDGoldCoin,268,"40,599,688","$71,061","$5,792,885"
268,BCPT,$0.126770,BCPTBlockMason Cr...,269,"45,166,200*","$41,894","$5,725,719"
269,B3,$0.000888,B3B3Coin,270,"6,413,495,295","$106,034","$5,694,696"
270,BET,$0.049913,BETDAO.Casino,271,"113,761,209*","$41,886","$5,678,129"
271,CURE,$0.238437,CURECurecoin,272,"23,793,932","$58,358","$5,673,354"
272,DIME,$0.000010,DIMEDimecoin,273,"536,774,969,360","$5,052","$5,484,928"
273,PIX,$0.048246,PIXLampix,274,"113,322,017*","$12,933","$5,467,323"
274,CVCOIN,$0.555614,CVCOINCVCoin,275,"9,837,033*","$12,217","$5,465,593"
275,BITB,$0.002484,BITBBitBean,276,"2,198,968,000*","$124,918","$5,461,753"
276,AUR,$0.627840,AURAuroracoin,277,"8,658,139","$24,732","$5,435,926"
277,COSS,$0.065350,COSSCOSS,278,"83,000,000*","$302,665","$5,424,058"
278,SEQ,$0.118960,SEQSequence,279,"45,111,018","$113,192","$5,366,407"
279,MYB,$2.03,MYBMyBit Token,280,"2,616,334*","$11,609","$5,323,035"
280,PDC,$0.106277,PDCProject Decorum,281,"50,000,000*","$75,181","$5,313,850"
281,EXCL,$1.21,EXCLExclusiveCoin,282,"4,308,370","$117,642","$5,195,119"
282,ZRC,$1.42,ZRCZrCoin,283,"3,643,706*","$37,567","$5,173,844"
283,VSL,$0.152435,VSLvSlice,284,"33,390,496*","$281,775","$5,089,880"
284,DENT,$0.000469,DENTDent,285,"10,614,760,961*","$9,142","$4,980,552"
285,CRB,$0.296074,CRBCreditbit,286,"16,501,719*","$74,885","$4,885,730"
286,DOVU,$0.154954,DOVUDovu,287,"31,174,436*","$108,100","$4,830,604"
287,VRM,$3.56,VRMVeriumReserve,288,"1,348,356","$2,410,200","$4,800,834"
288,EQT,$0.496174,EQTEquiTrader,289,"9,639,375","$29,550","$4,782,807"
289,GCR,$0.046266,GCRGlobal Curren...,290,"103,328,647*","$50,836","$4,780,593"
290,SCL,$0.284119,SCLSocial,291,"16,714,020*","$1,190,300","$4,748,771"
291,TFL,$0.739079,TFLTrueFlip,292,"6,247,267*","$2,411","$4,617,224"
292,QWARK,$0.115899,QWARKQwark,293,"39,141,645*","$69,098","$4,536,478"
293,NOTE,$0.035095,NOTEDNotes,294,"128,588,791","$29,225","$4,512,785"
294,XST,$0.162383,XSTStealthcoin,295,"27,280,322","$178,368","$4,429,861"
295,BTCZ,$0.011350,BTCZBitcoinZ,296,"387,550,049","$69,750","$4,398,616"
296,COVAL,$0.004393,COVALCircuits of V...,297,"1,000,000,000*","$57,942","$4,392,790"
297,CAT,$0.596416,CATBlockCAT,298,"7,360,121*","$19,328","$4,389,694"
298,ABY,$0.005526,ABYArtByte,299,"792,537,250","$56,659","$4,379,656"
299,POSW,$0.097946,POSWPoSW Coin,300,"44,100,000*","$36,695","$4,319,397"
300,FLDC,$0.008182,FLDCFoldingCoin,301,"524,682,737*","$106,517","$4,293,159"
301,SYNX,$0.268194,SYNXSyndicate,302,"15,843,410*","$2,303,330","$4,249,108"
302,PRO,$0.300898,PROPropy,303,"14,057,212*","$103,669","$4,229,787"
303,SWIFT,$1.04,SWIFTBitswift,304,"4,068,986*","$205,782","$4,215,999"
304,PTC,$0.031976,PTCPesetacoin,305,"131,306,144","$177,164","$4,198,606"
305,NTRN,$0.131691,NTRNNeutron,306,"31,835,548*","$21,965","$4,192,455"
306,XC,$0.714146,XCXCurrency,307,"5,860,828*","$6,252","$4,185,487"
307,PASC,$0.282485,PASCPascal Coin,308,"14,762,300","$59,522","$4,170,128"
308,YOC,$0.037988,YOCYocoin,309,"108,822,600*","$26,987","$4,133,899"
309,HUSH,$1.81,HUSHHush,310,"2,242,500","$44,003","$4,063,208"
310,SNRG,$1.28,SNRGSynergy,311,"3,160,293*","$65,818","$4,049,694"
311,HTML5,$0.000100,HTML5HTMLCOIN,312,"40,659,020,000","$49,121","$4,049,000"
312,VISIO,$0.078769,VISIOVisio,313,"50,807,753*","$12,951","$4,002,081"
313,PUT,$0.019522,PUTPutinCoin,314,"200,745,165","$13,358","$3,918,967"
